Date,Team,Acquired,Relinquished,Notes,Injury,DL_length,Injury_Type
2001-06-29, Twins, , • Brian Buchanan, placed on 15 day DL with sprained ankle,1,15, sprained ankle
2001-06-30, Blue Jays, , • Chris Woodward, placed on 15 day DL with strained right groin,1,15, strained right groin
2001-06-30, Dodgers, , • Darren Dreifort, placed on 15 day DL with sprained ulnar collateral ligament in right elbow,1,15, sprained ulnar collateral ligament in right elbow
2001-07-01, Diamondbacks, , • Greg Colbrunn, placed on 15 day DL with bruised left knee,1,15, bruised left knee
2001-07-01, Rangers, , • Tim Crabtree, placed on 15 day DL with strained muscle in right shoulder,1,15, strained muscle in right shoulder
2001-07-02, Angels, , • Tim Salmon, placed on 15 day DL with strained shoulder / upper left cervicular,1,15, strained shoulder / upper left cervicular
2001-07-02, Brewers, , • Paul Rigdon, placed on 15 day DL with ulnar neuritis in right elbow,1,15, ulnar neuritis in right elbow
2001-07-02, Rangers, , • J.D. Smart, placed on 15 day DL with right shoulder discomfort,1,15, right shoulder discomfort
2001-07-03, Mets, , • Jorge Velandia, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2001-07-03, White Sox, , • David Wells, placed on 15 day DL with strained lower back,1,15, strained lower back
2001-07-04, Mariners, , • Stan Javier, placed on 15 day DL,1,15,unknown
2001-07-06, Braves, , • Bernard Gilkey, placed on DL,1,0,unknown
2001-07-06, Brewers, , • James Mouton, placed on 15 day DL with strained left hamstring,1,15, strained left hamstring
2001-07-06, Cubs, , • Rondell White, placed on 15 day DL with aggravated left groin muscle,1,15, aggravated left groin muscle
2001-07-07, Cardinals, , • Mike James, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-07-07, Red Sox, , • Pete Schourek, placed on 15 day DL with left elbow inflammation,1,15, left elbow inflammation
2001-07-08, Rockies, , • Jose Jimenez (Antena), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-07-08, Rockies, , • Kane Davis, placed on 15 day DL with right elbow inflammation,1,15, right elbow inflammation
2001-07-12, Giants, , • Mark Gardner, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2001-07-12, Twins, , • Johan Santana, placed on 15 day DL with partial tear of flexor muscle origin in left elbow,1,15, partial tear of flexor muscle origin in left elbow
2001-07-13, Cardinals, , • Mike James, placed on 15 day DL,1,15,unknown
2001-07-13, Dodgers, , • Hiram Bocachica, placed on 15 day DL with sprained right ankle,1,15, sprained right ankle
2001-07-13, Expos, , • Guillermo Mota, placed on 15 day DL with strained right rotator cuff,1,15, strained right rotator cuff
2001-07-13, Pirates, , • Derek Bell, placed on 15 day DL,1,15,unknown
2001-07-13, Tigers, , • Dean Palmer, placed on 15 day DL,1,15,unknown
2001-07-14, Brewers, , • Mike Buddie, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2001-07-14, Brewers, , • Tyler Houston, placed on 15 day DL with stress reaction in right foot,1,15, stress reaction in right foot
2001-07-14, Rockies, , • Jose Jimenez (Antena), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-07-14, Twins, , • Cristian Guzman, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-07-15, Giants, , • Tim Worrell, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2001-07-16, Cubs, , • Rondell White, placed on 15 day DL with strained left groin,1,15, strained left groin
2001-07-16, Mariners, , • Edgar Martinez (b. 1963-01-02), placed on 15 day DL with strained left quadricep,1,15, strained left quadricep
2001-07-17, Astros, , • Scott Elarton, placed on 15 day DL with biceps tendinitis,1,15, biceps tendinitis
2001-07-17, Rockies, , • Jacob Cruz, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2001-07-18, Brewers, , • Alex Sanchez (a), placed on 15 day DL with strained left groin,1,15, strained left groin
2001-07-18, Dodgers, , • (James) Kevin Brown, placed on 15 day DL with sprained flexor muscle in right elbow,1,15, sprained flexor muscle in right elbow
2001-07-19, Marlins, , • Vladimir Nunez, placed on 15 day DL,1,15,unknown
2001-07-20, Braves, , • Quilvio Veras, placed on 15 day DL,1,15,unknown
2001-07-20, Dodgers, , • Tom Goodwin, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2001-07-20, Pirates, , • Rob Mackowiak, placed on 15 day DL,1,15,unknown
2001-07-20, Royals, , • Bryan Rekar, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2001-07-21, Indians, , • Ellis Burks, placed on 15 day DL,1,15,unknown
2001-07-23, Diamondbacks, , • Robert Ellis (R.) / Rob Ellis, placed on 15 day DL with bruised right shin,1,15, bruised right shin
2001-07-23, Expos, , • Rob Ducey, placed on 60 day DL with torn Achilles tendon,1,60, torn Achilles tendon
2001-07-23, Indians, , • Paul Shuey, placed on 15 day DL,1,15,unknown
2001-07-23, Orioles, , • David Segui, placed on 15 day DL with sprained MCL in left knee,1,15, sprained MCL in left knee
2001-07-24, Rangers, , • Kenny Rogers, placed on 15 day DL with thoracic outlet syndrome,1,15, thoracic outlet syndrome
2001-07-25, Blue Jays, , • Steve Parris, placed on 15 day DL,1,15,unknown
2001-07-25, Marlins, , • Chuck Smith, placed on 15 day DL with injury to the ulnar collateral ligament and flexor pronator tendon in the right elbow,1,15, injury to the ulnar collateral ligament and flexor pronator tendon in the right elbow
2001-07-26, Athletics, , • Billy McMillon, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-07-26, Cubs, , • Courtney Duncan, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2001-07-27, Giants, , • J.T. Snow, placed on 15 day DL with gastroenteritis,1,15, gastroenteritis
2001-07-27, Rangers, , • Ruben Sierra (a), placed on 15 day DL with pulled left groin muscle,1,15, pulled left groin muscle
2001-07-28, Padres, , • Tom Davey, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2001-07-31, Brewers, , • Geoff Jenkins, placed on 15 day DL with partially torn abductor muscle (left thumb),1,15, partially torn abductor muscle (left thumb)
2001-07-31, Cardinals, , • Mike Timlin, placed on 15 day DL with torn medial meniscus in left knee,1,15, torn medial meniscus in left knee
2001-07-31, Padres, , • David Lee (Emmer) / Dave Lee, placed on 15 day DL with strained right triceps,1,15, strained right triceps
2001-08-02, Pirates, , • Armando Rios, placed on 15 day DL,1,15,unknown
2001-08-02, Rockies, , • Ben Petrick, placed on 15 day DL with right biceps tendinitis,1,15, right biceps tendinitis
2001-08-03, Red Sox, , • Hipolito Pichardo, placed on 15 day DL with blister/torn callus on right hand,1,15, blister/torn callus on right hand
2001-08-04, Phillies, , • Randy Wolf, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2001-08-07, Athletics, , • Jim Mecir, placed on 15 day DL with right knee inflammation,1,15, right knee inflammation
2001-08-07, Devil Rays, , • Steve Cox, placed on 15 day DL,1,15,unknown
2001-08-07, Giants, , • Shawon Dunston Sr., placed on 15 day DL,1,15,unknown
2001-08-07, Phillies, , • Dennis Cook, placed on 15 day DL,1,15,unknown
2001-08-08, Mariners, , • Ed Sprague (b), placed on 15 day DL,1,15,unknown
2001-08-08, Red Sox, , • Bret Saberhagen, placed on 15 day DL with recurrent post operative right rotator cuff tendonopathy,1,15, recurrent post operative right rotator cuff tendonopathy
2001-08-08, Twins, , • Brad Radke, placed on 15 day DL with bruised distal PCP joint on right thumb,1,15, bruised distal PCP joint on right thumb
2001-08-08, White Sox, , • Sandy Alomar Jr., placed on 15 day DL with sore right knee,1,15, sore right knee
2001-08-09, Dodgers, , • Luke Prokopec, placed on 15 day DL with blister in right middle finger,1,15, blister in right middle finger
2001-08-10, Brewers, , • Ronnie Belliard, placed on 15 day DL with high ankle sprain,1,15, high ankle sprain
2001-08-11, Brewers, , • Raul Casanova, placed on 15 day DL with damaged cartilage in left knee,1,15, damaged cartilage in left knee
2001-08-12, Cubs, , • Kerry Wood, placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2001-08-12, Phillies, , • Rheal Cormier, placed on 15 day DL with strained left elbow,1,15, strained left elbow
2001-08-13, Devil Rays, , • Jeff Wallace, placed on 15 day DL with left elbow tendinitis,1,15, left elbow tendinitis
2001-08-13, Pirates, , • Mike Lincoln, placed on 15 day DL,1,15,unknown
2001-08-14, Angels, , • Jose Nieves, placed on 15 day DL with sore right shoulder,1,15, sore right shoulder
2001-08-14, Brewers, , • Ben Sheets, placed on 15 day DL with rotator cuff tendinitis in right shoulder,1,15, rotator cuff tendinitis in right shoulder
2001-08-14, Pirates, , • Warren Morris, placed on 15 day DL,1,15,unknown
2001-08-15, Red Sox, , • Brian Daubach, placed on 15 day Dl with right shin hematoma and infection,1,15, right shin hematoma and infection
2001-08-15, Red Sox, , • Rolando Arrojo, placed on 15 day DL with strained right shoulder,1,15, strained right shoulder
2001-08-15, Reds, , • Aaron Boone, placed on 15 day DL,1,15,unknown
2001-08-15, Twins, , • Chad Allen, placed on 15 day DL with torn ACL and medial meniscus in right knee,1,15, torn ACL and medial meniscus in right knee
2001-08-17, Astros, , • Scott Servais, placed on 15 day DL with bruised left thigh,1,15, bruised left thigh
2001-08-17, Diamondbacks, , • Erubiel Durazo, placed on 15 day DL with strained lower back,1,15, strained lower back
2001-08-18, Astros, , • Shane Reynolds, placed on 15 day DL with stiffness in lower back,1,15, stiffness in lower back
2001-08-19, Dodgers, , • Jesse Orosco (a), placed on 15 day DL with strained lower back,1,15, strained lower back
2001-08-19, Giants, , • Wayne Gomes, placed on 15 day DL with recurrent right patella tendinitis,1,15, recurrent right patella tendinitis
2001-08-21, Cubs, , • Felix Heredia, placed on 15 day DL with sore left shoulder,1,15, sore left shoulder
2001-08-21, Marlins, , • Vic Darensbourg, placed on 15 day DL with left shoulder inflammation,1,15, left shoulder inflammation
2001-08-23, Giants, , • Shawn Estes, placed on 15 day DL with sprained left ankle,1,15, sprained left ankle
2001-08-23, Rockies, , • Jose Jimenez (Antena), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-08-24, Brewers, , • Lance Painter, placed on 15 day DL with sprained ulnar collateral ligament in his left elbow,1,15, sprained ulnar collateral ligament in his left elbow
2001-08-24, Indians, , • Charles Nagy, placed on 15 day DL with aggravation of right elbow,1,15, aggravation of right elbow
2001-08-24, Orioles, , • Mike Kinkade, placed on 15 day DL with bruised left shoulder,1,15, bruised left shoulder
2001-08-25, Brewers, , • Nick Neugebauer, placed on 15 day DL with strained rotator cuff in right shoulder,1,15, strained rotator cuff in right shoulder
2001-08-26, Padres, , • Alex Arias, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2001-08-26, Rockies, , • Mark Little, placed on 15 day DL with turf toe in right big toe,1,15, turf toe in right big toe
2001-08-28, Astros, , • Pedro Astacio, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-08-28, Brewers, , • Jimmy Haynes, placed on 15 day DL with strained left oblique,1,15, strained left oblique
2001-08-29, Red Sox, , • Nomar Garciaparra, placed on 15 day DL with right wrist tendinitis,1,15, right wrist tendinitis
2001-08-31, Indians, , • Danny Peoples, placed on 15 day DL with sprained left wrist,1,15, sprained left wrist
2001-08-31, Reds, , • John Riedling, placed on 60 day DL with strained right shoulder,1,60, strained right shoulder
2001-09-01, Devil Rays, , • Juan Guzman (A.), placed on 15 day DL with right shoulder tendinitis,1,15, right shoulder tendinitis
2001-09-02, Indians, , • Jaret Wright, placed on 60 day DL,1,60,unknown
2001-09-05, Reds, , • Kelly Stinnett, placed on 60 day DL with bone chips in right elbow,1,60, bone chips in right elbow
2001-09-08, Brewers, , • Tyler Houston, placed on 60 day DL with stress reaction in right foot,1,60, stress reaction in right foot
2001-09-10, Red Sox, , • Mike Lansing, placed on 60 day DL with sprained MCL in left knee,1,60, sprained MCL in left knee
2001-09-18, Cubs, , • Felix Heredia, placed on 15 day DL,1,15,unknown
2001-09-18, Red Sox, , • Pedro Martinez (J.), placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-09-19, Rockies, , • Bobby Chouinard, placed on 60 day DL with torn labrum in right shoulder,1,60, torn labrum in right shoulder
2001-09-21, White Sox, , • Rocky Biddle, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2001-10-01, Orioles, , • Josh Towers, placed on 60 day DL with broken ring finger on right hand,1,60, broken ring finger on right hand
2002-03-11, Angels, , • Steve Green (a), placed on 15 day DL recovering from ligament replacement (Tommy John) surgery,1,15,unknown
2002-03-12, Rockies, , • Scott Elarton, placed on 60 day DL,1,60,unknown
2002-03-19, Devil Rays, , • Kevin McGlinchy, placed on 60 day DL,1,60,unknown
2002-03-20, Mets, , • John Franco (a), placed on 15 day DL with left elbow tendinitis,1,15, left elbow tendinitis
2002-03-21, Angels, , • Shawn Wooten, placed on 15 day DL recovering from surgery on right thumb,1,15,unknown
2002-03-22, Astros, , • Doug Brocail, placed on 15 day DL,1,15,unknown
2002-03-22, Expos, , • Fernando Tatis Sr., placed on 15 day DL recovering from surgery on left knee,1,15,unknown
2002-03-22, Expos, , • Troy Mattes, placed on 15 day DL with rotator cuff tendinitis in right shoulder,1,15, rotator cuff tendinitis in right shoulder
2002-03-22, Red Sox, , • Calvin Pickering, placed on 15 day DL with torn right quadriceps tendon,1,15, torn right quadriceps tendon
2002-03-22, Red Sox, , • Jeff Wallace, placed on 15 day DL with sore left elbow,1,15, sore left elbow
2002-03-22, Red Sox, , • Paxton Crawford, placed on 15 day DL recovering from surgery on right shoulder,1,15,unknown
2002-03-22, Reds, , • Seth Etherton, placed on 15 day / 60 day (SN) DL with shoulder injury,1,15, shoulder injury
2002-03-23, Blue Jays, , • Esteban Loaiza, placed on 15 day DL with right shoulder injury,1,15, right shoulder injury
2002-03-23, Blue Jays, , • Steve Parris, placed on 15 day DL with right shoulder injury,1,15, right shoulder injury
2002-03-25, Angels, , • Dennis Cook, placed on 15 day DL with bruised left rib cage,1,15, bruised left rib cage
2002-03-26, Red Sox, , • John Burkett, placed on 15 day DL with right shoulder inflammation,1,15, right shoulder inflammation
2002-03-26, Red Sox, , • Michael Coleman, placed on 15 day DL with strained right hamstring,1,15, strained right hamstring
2002-03-27, Blue Jays, , • Bob File, placed on 15 day DL with left rib cage injury,1,15, left rib cage injury
2002-03-27, Expos, , • Scott Downs, placed on 60 day DL recovering from reconstructive surgery on elbow,1,60,unknown
2002-03-27, Phillies, , • Randy Wolf, placed on 15 day DL,1,15,unknown
2002-03-27, Phillies, , • Turk Wendell, placed on 60 day DL,1,60,unknown
2002-03-27, Rangers, , • Jeff Zimmerman, placed on 15 day DL with elbow injury,1,15, elbow injury
2002-03-28, Indians, , • Jolbert Cabrera, placed on 15 day DL,1,15,unknown
2002-03-28, Padres, , • Adam Eaton (Thomas), placed on 60 day DL,1,60,unknown
